<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BILD.US,D,20231130,000000,25.04,25.081,25.04,25.081,526,0
BILD.US,D,20231201,000000,25.16,25.397,25.16,25.397,1063,0
BILD.US,D,20231204,000000,25.19,25.2673,25.19,25.2673,559,0
BILD.US,D,20231205,000000,25.2669,25.2669,25.2669,25.2669,5,0
BILD.US,D,20231206,000000,25.455,25.455,25.455,25.455,45,0
BILD.US,D,20231207,000000,25.6586,25.6586,25.6586,25.6586,44,0
BILD.US,D,20231208,000000,25.5571,25.5571,25.5571,25.5571,1,0
BILD.US,D,20231211,000000,25.495,25.495,25.495,25.495,2,0
BILD.US,D,20231212,000000,25.4341,25.4341,25.4341,25.4341,8,0
BILD.US,D,20231213,000000,26.06,26.1508,26.06,26.1508,445,0
BILD.US,D,20231214,000000,26.3033,26.3033,26.3033,26.3033,22,0
BILD.US,D,20231215,000000,25.8184,25.8184,25.8184,25.8184,1,0
BILD.US,D,20231218,000000,25.6941,25.7198,25.6746,25.6746,374,0
BILD.US,D,20231219,000000,25.9646,25.9646,25.9646,25.9646,10,0
BILD.US,D,20231220,000000,25.85,25.85,25.7104,25.7104,183,0
BILD.US,D,20231221,000000,25.7827,25.7827,25.7827,25.7827,14,0
BILD.US,D,20231222,000000,25.8518,25.8518,25.8518,25.8518,6,0
BILD.US,D,20231226,000000,26.0008,26.0008,26.0008,26.0008,9,0
BILD.US,D,20231227,000000,26.0957,26.0957,26.0957,26.0957,13,0
BILD.US,D,20231228,000000,26.0628,26.0628,26.0628,26.0628,164,0
BILD.US,D,20231229,000000,26.03,26.03,25.95,26.0036,752,0
BILD.US,D,20240102,000000,25.7966,25.7966,25.7966,25.7966,3,0
BILD.US,D,20240103,000000,25.6889,25.6889,25.6889,25.6889,17,0
BILD.US,D,20240104,000000,25.7892,25.7892,25.7892,25.7892,1,0
BILD.US,D,20240105,000000,25.8793,25.8793,25.8793,25.8793,1,0
BILD.US,D,20240108,000000,26.1184,26.1184,26.1184,26.1184,18,0
BILD.US,D,20240109,000000,25.9709,25.9709,25.9709,25.9709,18,0
BILD.US,D,20240110,000000,26.0241,26.0241,26.0241,26.0241,1,0
BILD.US,D,20240111,000000,25.8143,25.8239,25.8143,25.8239,601,0
BILD.US,D,20240112,000000,25.9453,25.9453,25.9453,25.9453,18,0
BILD.US,D,20240116,000000,25.68,25.68,25.5389,25.5389,166,0
BILD.US,D,20240117,000000,25.1888,25.1888,25.1788,25.1788,100,0
BILD.US,D,20240118,000000,25.1,25.11,25.0811,25.0811,501,0
BILD.US,D,20240119,000000,25.0799,25.1095,25.0799,25.1095,100,0
BILD.US,D,20240122,000000,25.16,25.16,25.1303,25.1303,201,0
BILD.US,D,20240123,000000,25.0543,25.0543,25.0543,25.0543,94,0
BILD.US,D,20240124,000000,24.9379,24.9379,24.9379,24.9379,26,0
BILD.US,D,20240125,000000,25.0779,25.0779,25.0779,25.0779,15,0
BILD.US,D,20240126,000000,25.1821,25.1821,25.1821,25.1821,1,0
BILD.US,D,20240129,000000,25.2804,25.2804,25.2804,25.2804,1,0
BILD.US,D,20240130,000000,25.2113,25.2113,25.2113,25.2113,2,0
BILD.US,D,20240131,000000,25.2437,25.2437,25.2437,25.2437,1,0
BILD.US,D,20240201,000000,25.567,25.567,25.567,25.567,1,0
BILD.US,D,20240202,000000,25.2397,25.2397,25.2397,25.2397,1,0
BILD.US,D,20240205,000000,24.8431,24.8431,24.8431,24.8431,2,0
BILD.US,D,20240206,000000,25.0279,25.0279,25.0279,25.0279,4,0
BILD.US,D,20240207,000000,24.921,24.921,24.921,24.921,2,0
BILD.US,D,20240208,000000,24.6762,24.6762,24.6762,24.6762,2,0
BILD.US,D,20240209,000000,24.6354,24.6354,24.6354,24.6354,1,0
BILD.US,D,20240212,000000,24.7749,24.7749,24.7749,24.7749,2,0
BILD.US,D,20240213,000000,24.3192,24.3192,24.3192,24.3192,36,0
BILD.US,D,20240214,000000,24.5557,24.5557,24.5557,24.5557,1,0
BILD.US,D,20240215,000000,24.9153,24.9153,24.9153,24.9153,1,0
BILD.US,D,20240216,000000,24.8111,24.8111,24.8111,24.8111,17,0
BILD.US,D,20240220,000000,24.8888,24.8888,24.8888,24.8888,131,0
BILD.US,D,20240221,000000,25.061,25.061,25.061,25.061,7,0
BILD.US,D,20240222,000000,24.87,25.034,24.87,25.034,100,0
BILD.US,D,20240223,000000,24.9886,24.9886,24.9886,24.9886,41,0
BILD.US,D,20240226,000000,24.7321,24.7321,24.7321,24.7321,41,0
BILD.US,D,20240227,000000,24.8491,24.8491,24.8491,24.8491,5,0
BILD.US,D,20240228,000000,24.6851,24.6851,24.6851,24.6851,3,0
BILD.US,D,20240229,000000,24.7759,24.7759,24.7759,24.7759,3,0
BILD.US,D,20240301,000000,24.8633,24.8633,24.8633,24.8633,5,0
BILD.US,D,20240304,000000,24.8301,24.8301,24.8301,24.8301,5,0
BILD.US,D,20240305,000000,24.9111,24.9111,24.9111,24.9111,5,0
BILD.US,D,20240306,000000,25.1488,25.1488,25.1488,25.1488,5,0
BILD.US,D,20240307,000000,25.425,25.425,25.425,25.425,1,0
BILD.US,D,20240308,000000,25.4896,25.4896,25.4896,25.4896,1,0
